user_uid,churn_proba,monetary_total,freq_total,tenure_days,orders_last_30d,main_city,sex,level,source
0c5dligajks69ivtf8ql9spcon,0.8270833333333333,158.0,3,646,0.0,,,,app
0c7kovbpbuqua4p5giibjjj15u,1.0,208.4,2,634,0.0,,,,website
0cburywvbvef155vkmnsdh2ke5,0.95,130.0,3,701,0.0,,,,app
0cgxbofxs7evhboljmesa8clrq,0.965,219.9,2,324,0.0,,,,website
0cl6kmoozfyc4sukklwsop2o87,0.74,296.0,5,692,0.0,,,,website
0cn3smshqkcyb1ptex8fsa7laz,0.915,591.4,2,678,0.0,,,,app
0cpmn7gvr4sj6lnurkzxm0r172,0.96,652.8,4,623,0.0,,,,app
0cr5rf8azyqdsftdjfkrvmmg2i,1.0,217.0,1,297,0.0,,,,website
0crmek5cjbrivesu6zr4kiaeh1,0.87,323.0,2,319,0.0,,M,beginner,website
0crw2jcowapz0sz0o92zqoazdq,1.0,297.2,1,261,0.0,,,,website
0cryu7hnhhrxvedxap9ljdvzsm,0.8856379953785616,140.0,1,723,0.0,,,,website
0csdl4tjrqh7jelhngdmw5oyvs,0.99,168.0,2,291,0.0,,,,website
0cv3cf7btltejmtulvyhl6nkmr,0.86,693.75,2,363,0.0,,,,website
0cvfxofcxwbfsu5folvklvpwzw,0.99,180.0,1,277,0.0,,,,website
0cvzwyfvesdx5o9bn7pr3gnwjh,0.91,207.0,2,680,0.0,,,,website
0cxcdnhwu7pgikgi5cm7jlsczy,0.945,262.0,3,651,0.0,,,,website
0cyfanzoolaxrmr6fa0kblcskn,0.735,777.0,13,690,0.0,,,,app
0czkh4gv2lqttkl22szsazutsk,0.97,614.0,1,273,0.0,,,,website
0czmnzowoldzth4ksbziemaked,0.845,310.0,5,655,0.0,,F,beginner,website
0d01uyy9xzaj0glbrqquaurwem,1.0,181.5,1,645,0.0,,,,website
0d827ovvncwzp59c1pr5n21wmd,0.985,545.0,3,259,0.0,,,,website
0daosh3bv1x0hdtwsugwasccb2,1.0,171.0,1,326,0.0,,,,website
0ddr8banhbelptyobnfray56js,0.995,588.2,2,341,0.0,,,,website
0dhcwz85f9aic6uqli37luk0dl,1.0,260.4,1,655,0.0,,,,website
0didugyns5muhegowigpcbr9cy,0.9211167754201419,680.0,1,7,1.0,,,,website
0dkeaejsmqtayibgwi5fam69cd,0.985,436.0,1,321,0.0,,,,website
0dlsrbgq6bbhu5jgr9v68lmbrp,0.71,179.4,4,252,0.0,,,,app
0dlz3umtxwufhpqt1pcypzkk4c,0.995,133.45,1,591,0.0,,,,website
0dojtblavfmj7rtucci9fwv4cq,0.98,144.0,2,690,0.0,,,,website
0dos6pv6qru0m5k14xg5qnec5j,0.94,236.2,2,339,0.0,,,,website
0dpd1svc6lwlalyy4jgp5auido,0.97,292.0,1,356,0.0,,,,website
0dra9pcfkjadppfhhyclird8cx,0.68,480.5,6,708,0.0,,,,app
0du753i2qve1jjipj01ldarc4c,0.99,205.0,4,710,0.0,,F,beginner,website
0dyjuubsxuf8qybo9f2patambh,1.0,306.5,1,289,0.0,,,,website
0dytttimfewpeth5kkleulwhsi,0.93,151.5,1,626,0.0,,F,beginner,website
0e3tycc49eferhbr3qxxwpgfw9,0.865,426.0,6,320,0.0,,,,app
0e4ctkdduueir49ymooilw8qfy,0.995,940.0,1,641,0.0,,,,website
0e4fs9jf7pv75k9lpao59ds45v,0.995,221.0,2,284,0.0,,,,website
0ed67iknozflbrovrlc7kf3dty,1.0,158.7,1,711,0.0,,,,website
0ed6mrmxm2ekbfjwstjj5fqm30,0.96,141.0,3,639,0.0,,,,website
0eejx37uurshkszzrj2wlqcaac,0.815,291.75,2,349,0.0,,,,website
0eemskeex1vchgby9wgbxj3uae,0.73,201.49,2,312,0.0,,F,expert,website
0egdzawos5rnm3wnddg1e39p4u,0.98,810.0,2,638,0.0,,,,website
0ehqxmi0zczdtqy5sqogpfuzre,0.95,825.0,2,712,0.0,,F,beginner,website
0eijngqjwlopevnu7fzxsztzak,0.755,238.0,4,344,0.0,,,,app
0ej3cmhtkqrsfqznxhqyolw6fx,0.89,234.5,4,645,0.0,,,,website
0ejwd33xmhdstv26caz2j19dtd,0.98,1012.0,1,275,0.0,,,,website
0ekl61tox8z1tkmhieckni1qg3,0.8279166666666667,132.0,1,296,0.0,,,,website
0enaoqaqtzzfmycx3ybia8i0jr,0.995,417.75,1,306,0.0,,,,website
0ennjk3gfdnaiqzenyqbhhatcq,0.9816666666666667,198.0,2,681,0.0,,,,website
0eoibme9ckvz7oopr7xooczexl,0.99,660.0,4,643,0.0,,,,website
0eoumwobaic6kqqk49rre2ufrd,1.0,221.0,1,322,0.0,,,,website
0eovbpyomytz0ydpcgtssj6pth,1.0,218.0,1,666,0.0,,,,website
0eqlddth2idovuezvojokb3inq,0.905,271.0,3,684,0.0,,F,intermediate,website
0es031hzmseha1nhlobqnwg7fw,0.88,680.8,4,642,0.0,,M,expert,website
0ess3ars3ru67hrxfag2ms61hl,1.0,721.5,1,653,0.0,,,,website
0evnt2x1e3vtykkrrfetqqjgli,1.0,129.0,1,667,0.0,,,,website
0eyobkdowgwv8twaojpvx6paxm,0.83,548.0,2,645,0.0,,,,app
0eypoicc1frpodlf6t9vusdiyh,0.65,1092.0,14,350,0.0,,,,website
0ezn2o2ujdrwrjk1ycgokjpnzz,0.89,303.2,3,671,0.0,,,,website
0ezn4d1h3zy7uuu1mowlq1qoxd,1.0,844.03,1,676,0.0,,,,website
0f63yw4f01t5eqwb1rda0a4eem,0.995,203.0,1,311,0.0,,,,website
0f7rvhhs2qrjcoeypnz6szhind,0.96,362.2,2,303,0.0,,,,website
0favqsjr5ubkblwqehgkdscvbc,0.995,366.5,1,714,0.0,,,,website
0fazfvun5zvcji1m658hwvgdjc,0.945,597.6,1,277,0.0,,,,website
0fdxnfndtdfo1zfhtruj7jezi7,0.915,908.0,3,688,0.0,,,,website
0fhmoxj2subv2fganfier8ixop,0.96,189.0,1,304,0.0,,M,intermediate,website
0fiecnlsgkb5pc3kym4psum9uk,0.935,266.0,2,336,0.0,,,,app
0fjxcmucxnn4txbosmyifyz7ec,0.95,164.62,3,295,0.0,,,,app
0fkba0ox2adma8llmltmwsvhk3,0.765,349.0,7,648,0.0,,,,app
0fljcgcmmvowl7iixo3pod6tfv,0.88,194.0,2,657,0.0,,F,beginner,website
0fmapkdzecyrzdpone2opc3cce,0.785,540.2,4,696,0.0,,F,beginner,website
0fmeunq0llbxlvpjyn6xsyvk6g,1.0,450.0,1,2,1.0,,,,website
0fncy8q1obfiiktis5kwxkjuxj,0.98,144.0,2,645,0.0,,,,website
0fpdv6nucumlvne8sjpo8aqtzm,0.7,298.0,4,707,0.0,,M,intermediate,app
0fpibbuhhpbpknlieujy9xpsvr,0.91,500.34999999999997,1,332,0.0,,,,website
0fskl07brqyzupfqjefiap0w8g,0.91,193.0,2,656,0.0,,,,website
0fsycnpw7xsm3c8sqoagjetfm3,1.0,3360.0,1,115,0.0,,,,website
0fuum6bumws9jolvlzf18z8hgt,0.665,519.5,9,687,0.0,,,,app
0fwa93fsoimsy7yf9bdpxjoamu,0.995,281.5,1,259,0.0,,,,website
0fwguigjmfrk9wo3sixymn4iag,1.0,476.0,1,273,0.0,,,,website
0fxhwq5wccugp5r5zppqsna5vh,0.975,177.4,4,683,0.0,,,,app
0fy5w8axdvvicdommz6u1cyq0v,0.855,154.39999999999998,2,304,0.0,,,,app
0fywbslmlmthz671enh6csbywd,0.8177499999999999,137.35,3,346,0.0,,,,app
0g0qdckn7qnkckfetfueq9ibhd,0.86,174.5,2,653,0.0,,,,website
0g1uku52uys5hhr30buhucftlk,0.69,229.0,4,317,0.0,,,,app
0g3g43qjjxxdtabtebujbbcyrq,0.695,258.0,3,276,0.0,,,,website
0g4zm1ioouc6gyqnotvojv181i,0.975,340.0,1,326,0.0,,,,app
0g68gtmmnszxjxdt5ifvo4mgza,0.85,252.0,4,288,0.0,,,,website
0g9soisdvjcfirll5t4yotayfm,0.98,269.8,1,216,0.0,,,,website
0gaddpurjpxdezaqv0yta3fapa,0.98,207.55,2,280,0.0,,M,beginner,website
0gamvbg2tzzk8yh2diqludfcrr,0.98,484.0,1,280,0.0,,,,website
0gcfkbnurtp1yxb7xhhb4domsr,0.995,296.0,1,307,0.0,,,,website
0geipqgbpttmyywmnlligufmc2,0.995,147.0,1,321,0.0,,M,beginner,website
0gfgm8lxulaatfw5myms5do4nn,0.885,409.0,5,667,0.0,,,,website
0gfupztsz2qwaiut2dwavpn2ki,0.955,238.39999999999998,3,663,0.0,,,,website
0ghboaewfppklxhx4e0gbbkwqu,1.0,492.84999999999997,1,628,0.0,,,,website
0gk3vzr89pylsya93xiysrxjoh,0.995,151.5,1,681,0.0,,,,app
0gldukxyekaxz2cldltmpxagta,0.89,132.0,2,359,0.0,,,,website
0gmtm1krwbohsodxzqfz8madhj,0.885,173.2,4,352,0.0,,,,app
0gpisjtrdnyflzdl02lyowecsf,1.0,774.15,1,371,0.0,,,,website
0gq2lqjsg4ugiiiegaimnmvvej,1.0,188.0,2,295,0.0,,,,website
0gsfuo8lbuqq1eyekxf9ofeiqy,0.835,432.0,2,282,0.0,,,,website
0gszffc31caburfvvmy0mlddhd,0.94,197.0,4,701,0.0,,,,app
0gwu8ffqcjtrkgg3pfut5ef2gw,0.8166596320346319,130.0,1,321,0.0,,,,website
0gyjhjxx5fymdfvk3av8ftpngb,0.74,428.0,2,326,0.0,,,,app
0gzqma3klrp1cxcm0fpa35kmk7,0.835,342.79999999999995,5,4,5.0,pianoro,M,beginner,website
0h0755ywqdwx5hkq3hoog8x73w,1.0,1499.44,1,482,0.0,,,,website
0h4ayj3mllte1rbakevyivbajx,0.915,237.2,3,713,0.0,,,,website
0h5zhfrnhqyrh6x8zcrdsjrocm,0.935,1348.0,1,329,0.0,,,,website
0hahi6xvyiolc21cqzf5t9juri,0.955,711.8,1,284,0.0,,,,website
0hazrz0z7lstxvhol8aqwfnkga,0.995,280.5,1,292,0.0,,,,website
0hfa62cifndztyd4b8wmzitdcl,0.795,160.2,2,335,0.0,,,,website
0hfwgn8oubxk3j1ypx3mdxw4f2,0.765,133.65,2,702,0.0,,,,app
0hggvbd5gitzbujftyp13shjb4,0.785,582.0,8,327,0.0,,,,app
0hhalr1q4sepbqrntzloae6dg3,0.945,361.0,1,296,0.0,,,,website
0hhz4upnker5vr2prmlhju1bly,0.71,380.5,8,352,0.0,,,,app
0hiuf8rwdaxae3m4l5ymzhzgl2,1.0,190.0,2,660,0.0,,,,website
0hlqawjh4dq8tv0fyv2mvmcmt3,0.945,200.3,1,33,0.0,,,,website
0hmcn5ot44qiuscd63tqfwm6kz,0.925,237.0,1,323,0.0,,,,app
0hn5unfazrrwpvonjwnwpmiyqx,0.82,441.5,6,813,0.0,,,,website
0hnhd1ifuenvhgwblppely7v0w,0.8856379953785616,140.0,1,723,0.0,,,,website
0ho2zlpjnsxtamkjal87az16oo,0.915,573.2,6,683,0.0,,,,app
0hrkqqbmevnihi1wjatx4ctcgd,0.905,178.0,1,663,0.0,,,,website
0hs5egipodfxs3urntfm1pk11t,0.95,237.0,2,699,0.0,,,,app
0hto6wewgrcst5dyrxrv5pjjtn,0.995,264.0,1,691,0.0,,,,website
0hx7rruklldygapzpnplcatrsk,0.945,144.0,2,658,0.0,,,,website
0hzpddwbaruzz1uinlmqltwg7d,1.0,263.0,1,248,0.0,,,,website
0idur3kiinmpaz6kvg2mmhzvjb,0.735,421.5,9,711,0.0,,,,app
0if6w7fwqyc1kauslanc0ytxoq,0.995,141.0,1,676,0.0,,,,website
0ig9bkudinzqboeelhxuc9zsse,0.995,200.0,2,667,0.0,,,,website
0ihgs8q1hnbziuwyvuhzgag3tm,0.96,130.2,2,333,0.0,,,,website
0ikkunp0dtdc5a4kijne3bd10q,1.0,450.0,1,7,1.0,,,,website
0ildez4audmuqzljfoi0udwqhp,0.82,381.23,4,268,0.0,,M,intermediate,website
0ileldjexhceitdnjxkkrkybta,0.84,600.1,7,705,0.0,,,,app
0iljzqndpis9iestqbndtevcfz,0.685,310.8,1,25,1.0,,,,app
0inmdlpxrknpel02xi62erde4c,0.98,148.7,1,345,0.0,,F,intermediate,website
0io7rfmhsbd4bczs0dcuwsjro6,0.98,178.0,1,359,0.0,,M,beginner,welfare
0ioi9rvclcdezmyprzpx3ifmki,0.68,412.5,7,674,0.0,,,,app
0iqytzzm1ceuyz5dfujzugnwfg,0.975,279.5,1,356,0.0,,,,website
0iri7tep7lx2ng5qnkna6okw4m,0.925,267.1,1,347,0.0,,,,app
0it9n7z6vyztms9wtzctdhskwx,0.95,422.0,3,333,0.0,,F,intermediate,website
0itx093cwfnzd32aahs71szqof,0.9,132.2,1,262,0.0,,,,website
0iunpaewhtbamglx890xkdfxjj,0.995,170.0,1,293,0.0,,,,website
0ivlhk7cprerwc9gb82smj44tz,0.99,399.0,1,642,0.0,,,,website
0iwrg6duhfh3j8e47zzhfvy536,0.985,426.7,1,42,0.0,,,,website
0ixetljmijm4sdvvfvabk2mo2a,0.915,192.0,4,318,0.0,,F,beginner,website
0iypuhie4emdhory9fwsnsfxut,0.79,375.0,5,659,0.0,,,,website
0izgeskbo1o5vwgceg78bwt0bi,1.0,291.5,1,283,0.0,,,,website
0j1omezpylul09su8qd9sktu0h,1.0,210.0,1,696,0.0,,,,website
0j1wuvkhbod71lgsupi9rs08hz,0.835,1457.0,28,690,1.0,chivasso,F,,website
0jabl7cph8ygrx7x2qlwr6mkmb,0.985,136.0,1,333,0.0,,,,website
0jb3jul3iyaopifhld1witsier,0.965,126.0,2,313,0.0,,,,website
0jbkccyftmdaewv6zadsjgs9lr,0.955,213.0,4,654,0.0,,M,intermediate,website
0jfmlsrc5owcaymmn77llyxmt4,0.995,192.0,1,684,0.0,,,,website
0jga8ybpovzkyywljng1mqykwb,0.84,206.0,4,275,0.0,,,,website
0jged4pzccshflumwd4jx9buqq,1.0,146.0,1,301,0.0,,,,website
0jk90sdlhcrnieylc13ewkkvqu,0.925,144.0,1,261,0.0,,,,website
0jl7wvklgvrcyrt9dks6f8frsw,0.865,148.5,3,302,0.0,,,,app
